time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/n_updates,train/value_loss,train/explained_variance,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/std,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
9216000,666,13830,4500,44990,15.46859934926033,-0.0044994354248046875,0.04568392,0.31640625,0.2,5.121693399548531,0.013944916290347465,0.0003,0.01883973740041256,6.7204718589782715,9989.0,-2320.19247339
9218048,666,13833,4501,45000,5.509562381729483,-0.004197597503662109,0.20689555,0.333935546875,0.2,5.1201526671648026,0.015697918650403153,0.0003,0.01880955696105957,0.6560417413711548,9989.0,-2320.19247339
9220096,666,13836,4502,45010,8.143346117809415,0.0036286115646362305,0.07512955,0.294482421875,0.2,5.123743067681789,0.009335242619272321,0.0003,0.018822578713297844,0.9797748327255249,9989.0,-2358.5449842600005
9222144,666,13840,4503,45020,37.353333678841594,0.0007845759391784668,0.20903096,0.35634765625,0.2,5.126917101442814,0.01661810760560911,0.0003,0.01872064545750618,16.469362258911133,9989.0,-2358.5449842600005
9224192,666,13843,4504,45030,95.43555988669395,0.02017754316329956,0.09547515,0.2609375,0.2,5.132881920039654,0.008867000468308106,0.0003,0.018789857625961304,7.081112384796143,9989.0,-2358.5449842600005
9226240,666,13847,4505,45040,250.41331992149352,0.0021712779998779297,0.02896988,0.20908203125,0.2,5.1250179246068,0.005722132915980183,0.0003,0.018811434507369995,39.64443588256836,9989.0,-2358.5449842600005
9228288,666,13850,4506,45050,22.42253661304712,-0.02608656883239746,0.041986898,0.29619140625,0.2,5.123827520012855,0.013927219838660677,0.0003,0.018770400434732437,3.238560438156128,9989.0,-2358.5449842600005
9230336,666,13853,4507,45060,54.66613941192627,0.004957854747772217,0.045662083,0.345068359375,0.2,5.117411904036999,0.013921657617902383,0.0003,0.018909119069576263,27.271059036254883,9989.0,-2338.5331566600003
9232384,666,13856,4508,45070,50.088286870718,0.006808280944824219,0.06189147,0.29541015625,0.2,5.117163422703743,0.009956457516818774,0.0003,0.018833180889487267,14.346062660217285,9989.0,-2338.5331566600003
9234432,666,13859,4509,45080,17.98597747981548,-0.028352975845336914,0.03676193,0.377685546875,0.2,5.127794477343559,0.020352516847196966,0.0003,0.018782515078783035,4.2847490310668945,9989.0,-2338.5331566600003
9236480,666,13863,4510,45090,41.332130163908005,0.0013859868049621582,0.03732344,0.305859375,0.2,5.130043996870517,0.013307410215202254,0.0003,0.018762610852718353,20.1329288482666,9989.0,-2338.5331566600003
9238528,666,13866,4511,45100,26.584808287024497,-0.049292802810668945,0.05032911,0.3111328125,0.2,5.1305360570549965,0.011747220883262344,0.0003,0.018767882138490677,1.3581207990646362,9989.0,-2338.5331566600003
9240576,666,13869,4512,45110,25.571661293134092,-0.03824746608734131,0.1457253,0.350146484375,0.2,5.1281055778265,0.019707493791065643,0.0003,0.01880500093102455,1.262539267539978,9989.0,-2398.7937307499997
9242624,666,13872,4513,45120,93.87412641048431,-0.00625002384185791,0.08674729,0.381884765625,0.2,5.128893613815308,0.02570001318672439,0.0003,0.018751373514533043,59.092933654785156,9989.0,-2398.7937307499997
9244672,666,13875,4514,45130,11.141737379133701,-0.07235407829284668,0.11316024,0.346533203125,0.2,5.147247450053692,0.015539533576884423,0.0003,0.018577512353658676,4.570406436920166,9989.0,-2398.7937307499997
9246720,666,13878,4515,45140,22.22478556036949,-0.004789590835571289,0.04791967,0.336328125,0.2,5.157581567764282,0.021188796337810345,0.0003,0.018614837899804115,11.125516891479492,9989.0,-2398.7937307499997
9248768,666,13882,4516,45150,3.0679078904911874,-0.6753678321838379,0.08705014,0.432275390625,0.2,5.145381809771061,0.015818100818432868,0.0003,0.018776722252368927,0.6623847484588623,9989.0,-2398.7937307499997
9250816,666,13885,4517,45160,7.306310465559363,-0.13071155548095703,0.16142558,0.40400390625,0.2,5.122239209711552,0.011580828262958675,0.0003,0.01895725727081299,1.326160192489624,9989.0,-2439.9443957
9252864,666,13888,4518,45170,94.03786737918854,0.0013452768325805664,0.050377123,0.300146484375,0.2,5.108650007843972,0.01523124319210183,0.0003,0.019053027033805847,41.98126220703125,9989.0,-2439.9443957
9254912,666,13891,4519,45180,14.976193237304688,-0.01423954963684082,0.062745646,0.346533203125,0.2,5.106711983680725,0.012103117947117426,0.0003,0.019031304866075516,3.4133994579315186,9989.0,-2439.9443957
9256960,666,13894,4520,45190,17.017059299349786,-0.00399017333984375,0.11152696,0.291015625,0.2,5.112932704389095,0.011771504631906283,0.0003,0.018807273358106613,9.373824119567871,9989.0,-2439.9443957
9259008,666,13897,4521,45200,4.094390338659286,-0.10979020595550537,0.07493529,0.353369140625,0.2,5.131072089076042,0.018315282295225187,0.0003,0.018720339983701706,1.3507354259490967,9989.0,-2439.9443957
9261056,666,13901,4522,45210,8.688608537614346,-0.07613229751586914,0.109984815,0.41337890625,0.2,5.1378617763519285,0.015521128580439835,0.0003,0.01875307969748974,1.2739182710647583,9989.0,-2461.6151593600002
9263104,666,13904,4523,45220,119.08163931369782,0.005330264568328857,0.044111833,0.290087890625,0.2,5.146167993545532,0.010899508249713108,0.0003,0.01852790266275406,47.52943420410156,9989.0,-2461.6151593600002
9265152,666,13906,4524,45230,18.51589678823948,-0.0017255544662475586,0.09876777,0.35087890625,0.2,5.160647141933441,0.019153715872380416,0.0003,0.018473681062459946,5.4813408851623535,9989.0,-2461.6151593600002
9267200,666,13909,4525,45240,22.78875100314617,-0.0032160282135009766,0.039839365,0.34677734375,0.2,5.159244477748871,0.020475220718071795,0.0003,0.018522780388593674,13.02779769897461,9989.0,-2461.6151593600002
9269248,666,13912,4526,45250,3.46678456030786,-0.08328366279602051,0.054156657,0.334765625,0.2,5.158473646640777,0.017246311639610212,0.0003,0.018557066097855568,1.5046955347061157,9989.0,-2461.6151593600002
9271296,666,13915,4527,45260,7.372252424247563,-0.10401558876037598,0.11670092,0.42216796875,0.2,5.159642314910888,0.018562785659742075,0.0003,0.018509024754166603,1.2395508289337158,9989.0,-2498.49065155
9273344,666,13918,4528,45270,88.51156085729599,0.007322371006011963,0.042724937,0.3576171875,0.2,5.171534375846386,0.01854501687048469,0.0003,0.018333321437239647,48.48335647583008,9989.0,-2498.49065155
9275392,666,13921,4529,45280,13.580334477126598,0.02259773015975952,0.05270951,0.369873046875,0.2,5.180073381960392,0.017186887466232294,0.0003,0.018350008875131607,6.021204471588135,9989.0,-2498.49065155
9277440,666,13924,4530,45290,6.598585300892592,-0.03817403316497803,0.04285574,0.3052734375,0.2,5.188652491569519,0.007929573590809013,0.0003,0.018158532679080963,2.8331494331359863,9989.0,-2498.49065155
9279488,666,13927,4531,45300,6.501629577763379,-0.24810445308685303,0.0924754,0.35625,0.2,5.210455761849881,0.01643428322422551,0.0003,0.01793264038860798,0.4426417648792267,9989.0,-2498.49065155
9281536,666,13929,4532,45310,6.768178740283474,-0.30604708194732666,0.12905265,0.39619140625,0.2,5.2260098740458485,0.010175386055198032,0.0003,0.017912060022354126,0.3299819231033325,9989.0,-2554.02652543
9283584,666,13932,4533,45320,87.26938638687133,0.0060912370681762695,0.059712954,0.36904296875,0.2,5.228945305943489,0.023340417133294978,0.0003,0.0179329514503479,24.438268661499023,9989.0,-2554.02652543
9285632,666,13935,4534,45330,21.86988771557808,0.02808481454849243,0.081047386,0.35341796875,0.2,5.228111185133457,0.013857792096678168,0.0003,0.01788240484893322,6.870279312133789,9989.0,-2554.02652543
9287680,666,13938,4535,45340,5.116997813805938,-0.10203838348388672,0.15434608,0.36767578125,0.2,5.228912638127804,0.016040822089416908,0.0003,0.017873097211122513,1.1045169830322266,9989.0,-2554.02652543
9289728,666,13941,4536,45350,3.9827861223369836,-0.06265771389007568,0.11149497,0.36357421875,0.2,5.219061478972435,0.015200314469984733,0.0003,0.01805448904633522,0.8908946514129639,9989.0,-2554.02652543
9291776,666,13944,4537,45360,5.467911177128554,-0.2592357397079468,0.11229883,0.4087890625,0.2,5.222071522474289,0.021196898029302247,0.0003,0.017911124974489212,0.36451807618141174,9989.0,-2596.5157965
9293824,666,13947,4538,45370,49.69568853676319,0.006634950637817383,0.07394707,0.324462890625,0.2,5.229618099331856,0.015482307497586589,0.0003,0.017853572964668274,8.812117576599121,9989.0,-2596.5157965
9295872,666,13950,4539,45380,29.109167647361755,0.0054013729095458984,0.09276894,0.36669921875,0.2,5.219235642254352,0.023006334458477794,0.0003,0.018097717314958572,13.800419807434082,9989.0,-2596.5157965
9297920,666,13953,4540,45390,6.254303481802344,-0.22576773166656494,0.095755234,0.339501953125,0.2,5.2079455524683,0.007344319099502172,0.0003,0.01810891181230545,0.5240774154663086,9989.0,-2596.5157965
9299968,666,13956,4541,45400,7.352410284802318,-0.006862759590148926,0.063758254,0.350830078125,0.2,5.202886697649956,0.015120292927895207,0.0003,0.018186157569289207,1.1731699705123901,9989.0,-2638.6064640799996
9302016,666,13959,4542,45410,31.44527621418238,0.0007973909378051758,0.11308804,0.387646484375,0.2,5.202075764536858,0.01622841325297486,0.0003,0.01816384308040142,10.660280227661133,9989.0,-2638.6064640799996
9304064,666,13961,4543,45420,58.62722831070423,0.012001752853393555,0.06486065,0.29267578125,0.2,5.202417945861816,0.01733166859485209,0.0003,0.018172919750213623,6.957062721252441,9989.0,-2638.6064640799996
9306112,666,13964,4544,45430,29.74973174929619,0.000941157341003418,0.030304402,0.3361328125,0.2,5.195740777254104,0.019091310267685912,0.0003,0.018279116600751877,14.377786636352539,9989.0,-2638.6064640799996
9308160,666,13968,4545,45440,4.632866122946143,-0.23614144325256348,0.05909574,0.344921875,0.2,5.194769266247749,0.014596747417817824,0.0003,0.018222466111183167,0.24793192744255066,9989.0,-2638.6064640799996
9310208,666,13971,4546,45450,8.732925850898027,-0.007315278053283691,0.052864924,0.323193359375,0.2,5.200399650633335,0.01403154295985587,0.0003,0.018151089549064636,2.722515106201172,9989.0,-2655.7306149999995
9312256,666,13975,4547,45460,73.60134352445603,0.005392491817474365,0.08691394,0.37822265625,0.2,5.214089366793632,0.012856540360371583,0.0003,0.01791098341345787,33.602882385253906,9989.0,-2655.7306149999995
9314304,666,13978,4548,45470,43.93616752922535,0.007160604000091553,0.04600804,0.284375,0.2,5.235356990993023,0.017337501903239173,0.0003,0.017817093059420586,6.702892303466797,9989.0,-2655.7306149999995
9316352,666,13981,4549,45480,24.439361721277237,-0.0071533918380737305,0.04054718,0.312255859375,0.2,5.237122574448586,0.02121781228634063,0.0003,0.017858676612377167,14.334244728088379,9989.0,-2655.7306149999995
9318400,666,13984,4550,45490,1.94111816175282,-0.7464299201965332,0.07199715,0.399658203125,0.2,5.231156848371029,0.022342660634603818,0.0003,0.017970770597457886,0.3534325659275055,9989.0,-2655.7306149999995
9320448,666,13987,4551,45500,10.299628685414792,-0.025469541549682617,0.17446971,0.40029296875,0.2,5.220561118423939,0.018273688503541052,0.0003,0.018020454794168472,4.036070346832275,9989.0,-2655.5193242100004
9322496,666,13990,4552,45510,98.35499691963196,0.005539238452911377,0.050085485,0.327587890625,0.2,5.21943784058094,0.022246076326700857,0.0003,0.017978988587856293,42.23530960083008,9989.0,-2655.5193242100004
9324544,666,13993,4553,45520,23.726761339604856,0.0078505277633667,0.089779794,0.346630859375,0.2,5.216733974218369,0.015426903063780629,0.0003,0.01806817203760147,5.582908630371094,9989.0,-2655.5193242100004
9326592,666,13997,4554,45530,33.18215181827545,-0.0021152496337890625,0.0359853,0.3494140625,0.2,5.214305675029754,0.020530629449058323,0.0003,0.018042830750346184,16.11711311340332,9989.0,-2655.5193242100004
9328640,666,14000,4555,45540,4.127833334356547,-0.27667999267578125,0.07709831,0.39130859375,0.2,5.206347672641277,0.01046783431811491,0.0003,0.018232673406600952,0.6282634735107422,9989.0,-2655.5193242100004
9330688,666,14004,4556,45550,7.783670490980148,0.015380859375,0.15827867,0.38046875,0.2,5.206153026223182,0.01738750038057333,0.0003,0.018107250332832336,2.243295431137085,9989.0,-2674.4495484999998
9332736,666,14006,4557,45560,106.75867977142335,0.0038951635360717773,0.05980705,0.348828125,0.2,5.207271654903889,0.024407879426144065,0.0003,0.018234584480524063,57.804874420166016,9989.0,-2674.4495484999998
9334784,666,14009,4558,45570,21.12349508702755,0.014079809188842773,0.0602433,0.323974609375,0.2,5.198343053460121,0.012985791490791598,0.0003,0.018281318247318268,5.314839839935303,9989.0,-2674.4495484999998
9336832,666,14012,4559,45580,18.95037684738636,-0.001198887825012207,0.03246408,0.318505859375,0.2,5.197133478522301,0.01668639107811032,0.0003,0.018247220665216446,9.293828010559082,9989.0,-2674.4495484999998
9338880,666,14015,4560,45590,3.3116872319951653,-0.114205002784729,0.16333434,0.343896484375,0.2,5.1996962368488315,0.011984828748973086,0.0003,0.018266936764121056,0.9950015544891357,9989.0,-2674.4495484999998
9340928,666,14018,4561,45600,11.026611943542957,0.014257609844207764,0.15289536,0.434033203125,0.2,5.19925381988287,0.021954292064765468,0.0003,0.018273286521434784,2.42071795463562,9989.0,-2690.8639208000004
9342976,666,14021,4562,45610,103.7004786491394,0.0015020966529846191,0.03759962,0.291796875,0.2,5.199209442734718,0.01803443456883542,0.0003,0.018258940428495407,44.0931396484375,9989.0,-2690.8639208000004
9345024,666,14024,4563,45620,22.893623307347298,0.01051020622253418,0.0682209,0.31708984375,0.2,5.202653765678406,0.013032747977558757,0.0003,0.01823715679347515,4.4637932777404785,9989.0,-2690.8639208000004
9347072,666,14026,4564,45630,11.005482417345046,-0.020683646202087402,0.05311171,0.314306640625,0.2,5.209113951027393,0.01663634941796772,0.0003,0.018089739605784416,5.040191650390625,9989.0,-2690.8639208000004
9349120,666,14029,4565,45640,5.645243627671152,-0.2554723024368286,0.09210804,0.390087890625,0.2,5.210081259906292,0.016362762037897483,0.0003,0.018218016251921654,0.8597931861877441,9989.0,-2690.8639208000004
9351168,666,14032,4566,45650,9.654167915135622,-0.08673501014709473,0.14709066,0.3833984375,0.2,5.207841520011425,0.014984185826324391,0.0003,0.018153317272663116,0.7104367017745972,9989.0,-2702.33603957
9353216,666,14036,4567,45660,120.84116401672364,0.005663394927978516,0.06607328,0.3365234375,0.2,5.216506220400333,0.020579881765297615,0.0003,0.01810513064265251,44.40367889404297,9989.0,-2702.33603957
9355264,666,14039,4568,45670,20.362894412875175,0.02812248468399048,0.088320784,0.3884765625,0.2,5.2119028806686405,0.023249836543982383,0.0003,0.018260344862937927,7.991925239562988,9989.0,-2702.33603957
9357312,666,14042,4569,45680,9.02917463928461,-0.01962876319885254,0.12840866,0.358935546875,0.2,5.228374217450619,0.01824754254776053,0.0003,0.017875004559755325,3.022782325744629,9989.0,-2702.33603957
9359360,666,14045,4570,45690,4.59529075436294,-0.13114166259765625,0.11550586,0.36123046875,0.2,5.256345911324024,0.02124697185063269,0.0003,0.017734702676534653,0.9617894887924194,9989.0,-2702.33603957
9361408,666,14048,4571,45700,9.235232183989137,-0.14419794082641602,0.18716067,0.36689453125,0.2,5.270392787456513,0.016533034562598914,0.0003,0.017586741596460342,0.31142657995224,9989.0,-2743.2967746
9363456,666,14051,4572,45710,72.81024355888367,0.006903648376464844,0.04428696,0.365087890625,0.2,5.272561414539814,0.021819018314999994,0.0003,0.0176965594291687,36.53084182739258,9989.0,-2743.2967746
9365504,666,14054,4573,45720,22.604579934477805,0.02552276849746704,0.040214263,0.301953125,0.2,5.250034272670746,0.012428675043338444,0.0003,0.017916297540068626,7.976430892944336,9989.0,-2743.2967746
9367552,666,14057,4574,45730,5.456502471491694,-0.08692562580108643,0.035271302,0.3232421875,0.2,5.2481746017932895,0.011510805819125381,0.0003,0.017683330923318863,1.0939842462539673,9989.0,-2743.2967746
9369600,666,14060,4575,45740,7.022674108110368,-0.16108667850494385,0.086184956,0.3458984375,0.2,5.264056591689586,0.018518847660016036,0.0003,0.017675811424851418,0.7362092733383179,9989.0,-2743.2967746
9371648,666,14063,4576,45750,16.744123955257237,-0.1138451099395752,0.1377329,0.422216796875,0.2,5.262949918210507,0.015837426583311755,0.0003,0.017669357359409332,0.13032150268554688,9989.0,-2739.96109798
9373696,666,14065,4577,45760,59.339849916100505,0.010813713073730469,0.08300649,0.296240234375,0.2,5.262728805840015,0.011615668915328569,0.0003,0.017704378813505173,13.66821002960205,9989.0,-2739.96109798
9375744,666,14068,4578,45770,24.701561456918718,0.005606651306152344,0.05448564,0.35712890625,0.2,5.257439637184143,0.021485485525772674,0.0003,0.017731627449393272,10.26124382019043,9989.0,-2739.96109798
9377792,666,14071,4579,45780,3.7308070328086615,-0.1584681272506714,0.13093078,0.344384765625,0.2,5.261644193530083,0.011597279326815623,0.0003,0.017660368233919144,0.6362671852111816,9989.0,-2739.96109798
9379840,666,14074,4580,45790,8.050037831068039,-0.028197646141052246,0.078894116,0.35302734375,0.2,5.260095375776291,0.01626177481302875,0.0003,0.017735660076141357,0.692999541759491,9989.0,-2766.21337575
9381888,666,14077,4581,45800,27.97264319509268,0.0010746121406555176,0.16105296,0.4205078125,0.2,5.24520196467638,0.017574494870495984,0.0003,0.017997711896896362,6.656323432922363,9989.0,-2766.21337575
9383936,666,14080,4582,45810,43.83171541392803,-0.01620173454284668,0.05939114,0.2732421875,0.2,5.223995430767536,0.012742109125247226,0.0003,0.018206017091870308,7.169393539428711,9989.0,-2766.21337575
9385984,666,14083,4583,45820,21.187843430042268,-0.0001684427261352539,0.058209863,0.308251953125,0.2,5.207402634620666,0.01995645634015091,0.0003,0.018201647326350212,9.6928071975708,9989.0,-2766.21337575
9388032,666,14086,4584,45830,8.750584989227354,-0.33190393447875977,0.1596837,0.3484375,0.2,5.203278455138206,0.01208400381001411,0.0003,0.018274087458848953,0.2780105769634247,9989.0,-2766.21337575
9390080,666,14089,4585,45840,10.431827236898243,-0.05541670322418213,0.14889672,0.343310546875,0.2,5.202239187061787,0.01511579308862565,0.0003,0.018240060657262802,0.645738959312439,9989.0,-2859.8793891799996
9392128,666,14092,4586,45850,64.9555729985237,0.007768511772155762,0.05781955,0.353369140625,0.2,5.201630909740925,0.017109718624851666,0.0003,0.018257830291986465,28.86892318725586,9989.0,-2859.8793891799996
9394176,666,14095,4587,45860,48.80593756437302,0.01744920015335083,0.05221639,0.255419921875,0.2,5.193113996088504,0.013646245337440632,0.0003,0.018344024196267128,6.338956832885742,9989.0,-2859.8793891799996
9396224,666,14098,4588,45870,24.243103194236756,-0.0037451982498168945,0.022900354,0.291943359375,0.2,5.175689387321472,0.013673776389623526,0.0003,0.018448330461978912,13.282536506652832,9989.0,-2859.8793891799996
9398272,666,14101,4589,45880,4.073721524956636,-1.0817749500274658,0.1826305,0.349755859375,0.2,5.17104574739933,0.01690610033729172,0.0003,0.01848224177956581,0.3677135705947876,9989.0,-2859.8793891799996
9400320,666,14104,4590,45890,7.7972661755979065,-0.07449936866760254,0.08798066,0.33125,0.2,5.172273659706116,0.013310523101245053,0.0003,0.018428847193717957,1.0303080081939697,9989.0,-2908.019698809999
9402368,666,14107,4591,45900,103.22773065567017,0.01129835844039917,0.04784277,0.32666015625,0.2,5.1744690328836445,0.019902498761075547,0.0003,0.018321668729186058,59.45293045043945,9989.0,-2908.019698809999
9404416,666,14111,4592,45910,27.271347299218178,0.011765062808990479,0.047685415,0.296337890625,0.2,5.179446610808372,0.010297146765515209,0.0003,0.0184150543063879,5.811997890472412,9989.0,-2908.019698809999
9406464,666,14114,4593,45920,16.358467668294907,-0.002465963363647461,0.07603118,0.30634765625,0.2,5.172727596759796,0.018095936195459218,0.0003,0.018454164266586304,5.7650346755981445,9989.0,-2908.019698809999
9408512,666,14117,4594,45930,6.125346921430901,-0.49040937423706055,0.11065751,0.38876953125,0.2,5.16520527601242,0.012813581495720427,0.0003,0.018513478338718414,0.2486848682165146,9989.0,-2908.019698809999
9410560,666,14121,4595,45940,6.55397428534925,-0.05529177188873291,0.09515323,0.35625,0.2,5.151191768050194,0.015049685185658745,0.0003,0.018750596791505814,1.0333586931228638,9989.0,-2972.87736064
9412608,666,14124,4596,45950,126.75698461532593,0.006643474102020264,0.04829185,0.308056640625,0.2,5.1398970752954485,0.020293077468522824,0.0003,0.018713274970650673,58.8922004699707,9989.0,-2972.87736064
9414656,666,14127,4597,45960,20.634685137867926,0.030182182788848877,0.1360951,0.392236328125,0.2,5.135745330154895,0.014626257927739061,0.0003,0.0187839325517416,5.7321391105651855,9989.0,-2972.87736064
9416704,666,14130,4598,45970,8.61898310482502,-0.006708025932312012,0.05249042,0.359423828125,0.2,5.143117153644562,0.026216361214756033,0.0003,0.018612276762723923,3.042475461959839,9989.0,-2972.87736064
9418752,666,14133,4599,45980,3.7848758954554795,-0.32012951374053955,0.28418517,0.38212890625,0.2,5.161751344799995,0.008408775096177124,0.0003,0.018413349986076355,0.321944922208786,9989.0,-2972.87736064
9420800,666,14137,4600,45990,4.7870302621275185,-0.012230515480041504,0.07955203,0.380078125,0.2,5.176005820930004,0.012611988848948385,0.0003,0.01835552416741848,0.7776967287063599,9989.0,-3000.1992636399996
9422848,666,14140,4601,46000,111.76536784172058,0.003304600715637207,0.04597357,0.293017578125,0.2,5.185613818466663,0.01675536788243335,0.0003,0.01827358826994896,49.781620025634766,9989.0,-3000.1992636399996
9424896,666,14144,4602,46010,19.183865965902804,0.030219316482543945,0.048770092,0.35595703125,0.2,5.187833175063133,0.018750954053393797,0.0003,0.01821167767047882,5.641615390777588,9989.0,-3000.1992636399996
9426944,666,14147,4603,46020,4.01278632581234,-0.013943195343017578,0.040200636,0.2943359375,0.2,5.186597833037377,0.012167164259881246,0.0003,0.018355384469032288,1.429481863975525,9989.0,-3000.1992636399996
9428992,666,14151,4604,46030,4.005814175959676,-0.5604138374328613,0.11647695,0.378125,0.2,5.1746801167726515,0.013591801386064617,0.0003,0.018478091806173325,0.18506847321987152,9989.0,-3000.1992636399996
9431040,666,14153,4605,46040,6.1993964342866095,-0.25166094303131104,0.17684127,0.414208984375,0.2,5.158250387012958,0.01683230600610841,0.0003,0.018715668469667435,0.27770400047302246,9989.0,-3035.83357832
9433088,666,14156,4606,46050,122.06844687461853,0.005072176456451416,0.039900303,0.317431640625,0.2,5.142523990571499,0.014742372042383068,0.0003,0.01869705133140087,51.79476547241211,9989.0,-3035.83357832
9435136,666,14159,4607,46060,25.64629619419575,0.03379368782043457,0.036342945,0.31337890625,0.2,5.140621937811375,0.010954825444787274,0.0003,0.018831629306077957,7.909662246704102,9989.0,-3035.83357832
9437184,666,14162,4608,46070,3.901561377197504,-0.10150301456451416,0.059682813,0.33173828125,0.2,5.141347646713257,0.009169862463022583,0.0003,0.018745791167020798,1.6039085388183594,9989.0,-3035.83357832
9439232,666,14166,4609,46080,1.8955555308610201,-0.4477778673171997,0.13935469,0.433251953125,0.2,5.138244505226612,0.019254974012437743,0.0003,0.018947113305330276,0.6266996264457703,9989.0,-3035.83357832
9441280,666,14169,4610,46090,3.43784709260799,-0.3240314722061157,0.171327,0.398974609375,0.2,5.114080967009068,0.017441806793794968,0.0003,0.01908092200756073,0.16987723112106323,9989.0,-3044.2592179299995
9443328,666,14173,4611,46100,87.49570152759551,0.007016122341156006,0.07343577,0.385205078125,0.2,5.10676638185978,0.022809264925308527,0.0003,0.019096067175269127,24.158750534057617,9989.0,-3044.2592179299995
9445376,666,14176,4612,46110,29.35851907134056,0.030918240547180176,0.049486846,0.322802734375,0.2,5.100058691203595,0.012427450879476965,0.0003,0.019199861213564873,14.244037628173828,9989.0,-3044.2592179299995
9447424,666,14180,4613,46120,2.8931841788813473,-0.32459497451782227,0.07508362,0.38876953125,0.2,5.1063884273171425,0.019543450440687594,0.0003,0.019050776958465576,0.9875635504722595,9989.0,-3044.2592179299995
9449472,666,14183,4614,46130,2.811672424711287,-0.38373541831970215,0.15690164,0.36923828125,0.2,5.110938875377178,0.01555150479398435,0.0003,0.01910567283630371,0.35801419615745544,9989.0,-3044.2592179299995
9451520,666,14186,4615,46140,4.099040469713509,-0.21188175678253174,0.066606626,0.346630859375,0.2,5.114155468344689,0.013972593440848868,0.0003,0.01898040995001793,0.40882858633995056,9989.0,-3053.8155094999993
9453568,666,14190,4616,46150,60.46006910204888,0.009865343570709229,0.052000515,0.32451171875,0.2,5.128028939664364,0.009110093030903954,0.0003,0.018798258155584335,10.405735969543457,9989.0,-3053.8155094999993
9455616,666,14193,4617,46160,30.000663644075395,0.021373748779296875,0.06532656,0.312353515625,0.2,5.152520136535168,0.017466952667746227,0.0003,0.01856999844312668,11.265440940856934,9989.0,-3053.8155094999993
9457664,666,14197,4618,46170,2.723623961303383,-0.8345881700515747,0.10495582,0.3748046875,0.2,5.157899674773216,0.013960419746581465,0.0003,0.018634162843227386,0.4135104715824127,9989.0,-3053.8155094999993
9459712,666,14200,4619,46180,3.2035190246999266,-0.16561484336853027,0.12735783,0.36259765625,0.2,5.159917563199997,0.01266649433528073,0.0003,0.01858338713645935,0.6518789529800415,9989.0,-3044.1711482899996
9461760,666,14204,4620,46190,20.41303641423583,-0.003620147705078125,0.15255928,0.393115234375,0.2,5.161355094611645,0.014194840539130383,0.0003,0.018611621111631393,2.8445963859558105,9989.0,-3044.1711482899996
9463808,666,14207,4621,46200,57.586617508530615,0.0022388696670532227,0.058188632,0.284423828125,0.2,5.165233713388443,0.015027994848787784,0.0003,0.01858394779264927,7.351227283477783,9989.0,-3044.1711482899996
9465856,666,14210,4622,46210,22.612608098983763,0.009763836860656738,0.08778388,0.373046875,0.2,5.173666323721409,0.026379286669543943,0.0003,0.01846238225698471,10.932828903198242,9989.0,-3044.1711482899996
9467904,666,14214,4623,46220,2.7651817926671356,-0.5913832187652588,0.15229775,0.410107421875,0.2,5.181376826763153,0.014640954772767145,0.0003,0.01838899403810501,0.3053106665611267,9989.0,-3044.1711482899996
9469952,666,14217,4624,46230,8.02756908684969,-0.057274699211120605,0.07954375,0.341259765625,0.2,5.174484860897064,0.013763879341422581,0.0003,0.018559973686933517,0.5264281630516052,9989.0,-3044.89688697
9472000,666,14221,4625,46240,53.394863831996915,0.00620657205581665,0.06637509,0.388623046875,0.2,5.158954824507236,0.020175812850357033,0.0003,0.018683187663555145,14.562118530273438,9989.0,-3044.89688697
9474048,666,14224,4626,46250,48.36162223219871,0.015215575695037842,0.05022531,0.2904296875,0.2,5.168719497323036,0.01201902964967303,0.0003,0.01835487224161625,9.702287673950195,9989.0,-3044.89688697
9476096,666,14228,4627,46260,22.327969241142274,-0.0071784257888793945,0.033904597,0.325146484375,0.2,5.1917169988155365,0.015030696410394739,0.0003,0.018258487805724144,11.523123741149902,9989.0,-3044.89688697
9478144,666,14230,4628,46270,2.36635656459257,-1.8221395015716553,0.17505959,0.451220703125,0.2,5.199480733275413,0.021462860153405927,0.0003,0.018333831802010536,0.37545061111450195,9989.0,-3044.89688697
9480192,666,14233,4629,46280,6.103899456560612,-0.06841647624969482,0.098821044,0.331640625,0.2,5.186576521396637,0.010492849168076645,0.0003,0.018527155742049217,1.5635721683502197,9989.0,-3049.82343898
9482240,666,14236,4630,46290,93.42323476076126,0.008896708488464355,0.06877956,0.3583984375,0.2,5.182415810227394,0.0189193524653092,0.0003,0.01844624988734722,51.4422721862793,9989.0,-3049.82343898
9484288,666,14239,4631,46300,29.48743475973606,0.0165138840675354,0.06195038,0.379150390625,0.2,5.184972135722637,0.0234855244634673,0.0003,0.01848154328763485,5.8564653396606445,9989.0,-3049.82343898
9486336,666,14242,4632,46310,18.265738585591315,0.0018423199653625488,0.03766419,0.304736328125,0.2,5.189871747791767,0.015975978442293128,0.0003,0.01832531951367855,7.768779754638672,9989.0,-3049.82343898
9488384,666,14245,4633,46320,2.89903567857109,-0.5261819362640381,0.11519015,0.383349609375,0.2,5.203548240661621,0.01520362764276797,0.0003,0.01823969930410385,0.20035959780216217,9989.0,-3049.82343898
